SubmissionDate,date,community_name,Cohort,Grazing Block,grazing_report_coordinates-Latitude,grazing_report_coordinates-Longitude,grazing_report_coordinates-Altitude,grazing_report_coordinates-Accuracy,number_of_animals,non_member_cattle_on_block,total number of animals
09:30:49,13/03/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4303506,24.5375228,952.8,4.985,3000,0,3000
08:31:19,14/03/2025,Sawmills,Cohort 1,Sawmills Mutemwa/ Harvested Fields,-17.4397461,24.3702532,989.3,4.5,650,0,650
14:22:03,14/03/2025,Kejaya,Cohort 0,Salala,-17.1030617,25.0879133,974.5,4.733,1231,16,1247
05:53:31,14/03/2025,Nakatindi_Kazungula,Cohort 0,,-17.5596,25.197175,959.2,4.733,520,0,520
06:55:07,14/03/2025,Situwa,Cohort 0,Dongasilu,-17.6005089,25.1975974,951.3,4.7,383,0,383
11:45:27,14/03/2025,Kobya,Cohort 0,Kaholehole Lisheke,-17.2471322,24.6482932,1011.3,4.85,1408,0,1408
14:54:24,15/03/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2104269,24.919763,960.1,4.85,112,0,112
12:36:31,18/03/2025,Mutuwapafa,Cohort 1,Machobani,-17.1967718,24.647497,999.2,4.9,600,0,600
05:19:54,19/03/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.463657,24.3581675,968,4.85,650,0,650
08:31:54,19/03/2025,Kazungwe,Cohort 1,Lisheke,-17.1582649,24.3375559,1041.4,3.6,213,0,213
08:43:11,19/03/2025,Kakulwani,Cohort 1,Nakalamba Forest,-17.4179448,24.766767,952.5,4.775,2800,0,2800
12:28:11,19/03/2025,Mushukula,Cohort 1,Loanja Plains,-17.0589,24.500478,1014.7,4.9,655,0,655
13:57:06,19/03/2025,Mushukula,Cohort 1,Loanja Plains,-17.0570494,24.5002423,1025.8,2.566,645,0,645
15:44:14,19/03/2025,Chisu,Cohort 1,Chikongwe,-17.2311406,24.4262339,1006.5,3.8,2400,-1,2399
16:37:09,19/03/2025,Lutaba,Cohort 1,Lutaba Lisheke,-17.1651497,24.7624664,991.8,4.983,900,0,900
09:16:22,19/03/2025,Kamusa,Cohort 0,Lower Lands,-17.2961817,24.9701885,950.7,4.7,1567,0,1567
11:50:43,19/03/2025,Silangu,Cohort 0,Kandumbwi,-17.253709,24.7121833,1014,4.95,750,0,750
13:50:06,19/03/2025,Kapokoto,Cohort 1,Lisheke,-17.3998134,24.3777389,983.2,2.616,620,0,620
13:18:05,19/03/2025,Kobya,Cohort 0,Lisa La Tau,-17.2713742,24.6770352,990.2,4.42,1408,0,1408
18:38:02,19/03/2025,Nkuse,Cohort 1,Samatela Forest,-17.2411629,24.7047487,978.1,4.1,310,0,310
10:24:57,19/03/2025,Tahalima,Cohort 1,Upland Forest,-17.4046537,24.5804318,951,4.82,1959,0,1959
10:54:23,19/03/2025,Loanja,Cohort 1,Nongwa Upland,-17.3187346,24.7412282,978.4,4.625,2031,0,2031
10:55:04,19/03/2025,Katongo,Cohort 1,Plain Leading To the Zambezi River,-17.4398339,24.4643496,959.6,3.5,3295,0,3295
15:23:22,19/03/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.45445,24.3842917,951.6,3.9,503,0,503
08:34:15,19/03/2025,Simungoma,Cohort 1,Lusheshe,-17.413865,24.6789417,958.1,4.666,946,8,954
13:53:25,19/03/2025,Ibeele,Cohort 1,Chikwebu,-17.0370991,24.3937034,1054,3.866,531,0,531
09:21:24,20/03/2025,Nakatindi_Kazungula,Cohort 0,,-17.5632649,25.1922248,952.7,3.083,678,0,678
12:13:35,20/03/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.222889,24.9226486,953.3,4.2,583,0,583
16:27:48,20/03/2025,Mutelo,Cohort 0,Lupabanyuni,-17.1315479,25.0940216,968.7,3.875,2322,0,2322
06:10:56,20/03/2025,Lusinina,Cohort 1,Lisheke,-17.170267,24.5094092,1019.4,4.766,2013,0,2013
07:27:59,20/03/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4458991,24.5446615,955.6,4.683,3500,56,3556
10:33:28,21/03/2025,Kejaya,Cohort 0,Salala,-17.0929883,25.078405,977,4.9,601,11,612
14:54:57,21/03/2025,Nakalonzya,Cohort 0,Nakalonzya Plain,-17.54621,25.2511733,943.5,4.566,783,201,984
15:27:53,21/03/2025,Situwa,Cohort 0,Kazwili,-17.6017388,25.2755489,953.7,4.816,513,87,600
10:15:58,25/03/2025,Kejaya,Cohort 0,Sonzo,-17.130736,25.0186752,996.8,4.62,981,11,992
18:48:46,26/03/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4606812,24.3612958,966.4,4.6,700,0,700
08:24:35,26/03/2025,Ibeele,Cohort 1,Ibeele Lisheke,-16.9751087,24.3421682,1070.4,4.88,500,0,500
09:07:23,26/03/2025,Mushukula,Cohort 1,Loanja Plains,-17.0346433,24.4956783,1014.9,4.925,1420,0,1420
10:24:35,26/03/2025,Kazungwe,Cohort 1,Lisheke,-17.1918827,24.33929,986.6,2.342,300,0,300
10:51:05,26/03/2025,Lutaba,Cohort 1,Lutaba Local Plain,-17.1735665,24.7556916,987.7,3.9,1010,0,1010
11:07:35,26/03/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4545814,24.7081976,953.3,4.866,2800,0,2800
11:33:22,26/03/2025,Chisu,Cohort 1,Chisu Lisheke,-17.2630083,24.3747333,1037.6,3.533,1012,0,1012
09:27:56,26/03/2025,Lusinina,Cohort 1,Lisheke,-17.1668365,24.5065746,1042.3,4.6,2000,0,2000
16:39:01,26/03/2025,Nkuse,Cohort 1,Samatela Forest,-17.2479211,24.6987536,1009.3,4.74,308,0,308
12:08:01,26/03/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2043582,24.9234007,978,4.5,768,0,768
12:11:03,26/03/2025,Kobya,Cohort 0,Lisa La Tau,-17.2714749,24.6764259,973.5,4.7,1410,0,1410
17:39:27,26/03/2025,Silangu,Cohort 0,Mulapani,-17.294375,24.6962799,999.8,3.4,700,0,700
18:56:02,26/03/2025,Loanja,Cohort 1,Nongwa Upland,-17.316703,24.7368438,980.7,4.3,2037,0,2037
08:38:00,26/03/2025,Tahalima,Cohort 1,Upland Forest,-17.393497,24.582723,963,4.3,1955,0,1955
11:40:49,26/03/2025,Katongo,Cohort 1,Plain Leading To the Zambezi River,-17.4440067,24.4970383,956.7,4.875,3287,0,3287
06:31:40,26/03/2025,Simungoma,Cohort 1,Lusheshe,-17.435725,24.6813183,941.2,4.2,1940,5,1945
13:53:46,26/03/2025,Kapokoto,Cohort 1,Lisheke,-17.374146,24.3700622,1034.7,3.7,650,0,650
08:48:39,27/03/2025,Kamusa,Cohort 0,Lower Lands,-17.313252,24.9624876,963.5,2.975,2896,0,2896
10:51:11,27/03/2025,Nakatindi_Kazungula,Cohort 0,,-17.5630352,25.1844169,961.4,3.875,756,0,756
07:26:42,27/03/2025,Situwa,Cohort 0,Lwamfuwa,-17.6035483,25.2127653,943.1,4.7,594,0,594
16:15:10,27/03/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4482533,24.5540207,939.4,4.06,3200,0,3200
13:05:01,28/03/2025,Nakalonzya,Cohort 0,Nakalonzya Plain,-17.5485893,25.2672755,953.7,4.92,1558,0,1558
15:07:19,28/03/2025,Mutelo,Cohort 0,Lupabanyuni,-17.1315802,25.0918351,936.1,4.74,2322,0,2322
15:20:30,28/03/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4606493,24.3742928,969.4,4,602,0,602
07:43:04,28/03/2025,Mutuwapafa,Cohort 1,Nantu,-17.1911749,24.5917221,996.8,4.933,500,0,500
13:37:01,01/04/2025,Katongo,Cohort 1,Plain Leading To the Zambezi River,-17.4328357,24.4840844,968.1,4.2,3269,0,3269
10:25:02,02/04/2025,Ibeele,Cohort 1,Ibeele,-17.0368383,24.3969583,1059.7,4.8,500,0,500
12:07:02,02/04/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1285233,24.3608231,1039.2,4.74,342,0,342
12:28:20,02/04/2025,Mutuwapafa,Cohort 1,Nantu,-17.1849331,24.5970545,1010,4.6,600,0,600
13:59:39,02/04/2025,Lusinina,Cohort 1,Lisheke,-17.1739846,24.5038484,1021.1,3.05,2003,0,2003
14:38:07,02/04/2025,Kangubu,Cohort 1,Kasasa Plain,-17.0884017,24.7891917,963.3,4.96,1000,0,1000
15:03:53,02/04/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2183403,24.9323357,974.9,4.05,1153,0,1153
15:37:34,02/04/2025,Kamusa,Cohort 0,Lower Lands,-17.3182547,24.9703213,946.3,2.575,3023,0,3023
17:07:58,02/04/2025,Nkuse,Cohort 1,Jerusalema,-17.2305577,24.7060282,993.3,2.1,305,0,305
09:43:34,02/04/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.0880764,24.5016863,971.8,4.816,950,0,950
09:47:33,02/04/2025,Tahalima,Cohort 1,Upland Forest,-17.4060652,24.6047553,939.6,4.7,1968,0,1968
10:05:19,02/04/2025,Lutaba,Cohort 1,Lutaba Lisheke,-17.1639841,24.7642393,1012.1,4.633,500,50,550
11:59:01,02/04/2025,Silangu,Cohort 0,Kandumbwi,-17.2642985,24.7140562,978.8,3.7,350,0,350
14:11:30,02/04/2025,Kobya,Cohort 0,Nanyotwa,-17.3103075,24.6560927,985.1,4.9,1410,0,1410
08:39:44,02/04/2025,Loanja,Cohort 1,Nongwa Upland,-17.3168709,24.7324748,983.4,4.5,2037,0,2037
13:34:59,02/04/2025,Simungoma,Cohort 1,Lusheshe,-17.4161263,24.6738632,958,3.78,1730,9,1739
07:32:18,03/04/2025,Chisu,Cohort 1,Buhunda,-17.2767165,24.3916471,1014.5,4.847,1012,0,1012
14:46:22,03/04/2025,Nakalonzya,Cohort 0,Nakalonzya Plain,-17.5480996,25.2528605,955.7,3.653,1423,0,1423
10:20:23,03/04/2025,Situwa,Cohort 0,Kazwili,-17.5969413,25.2644356,937.4,3.05,673,67,740
15:07:52,03/04/2025,Muyabalo,Cohort 2,Muyabalo Lisheke,-17.1032753,24.0791444,1000.3,3.6,0,600,600
16:16:18,03/04/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4268098,24.5302709,945.5,4.8,3250,0,3250
13:35:11,03/04/2025,Kangubu,Cohort 1,Kasasa Plain,-17.0883883,24.7892567,993,4.9,1000,0,1000
08:10:12,04/04/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8207867,24.1815264,987.4,4.9,0,20,20
09:12:27,04/04/2025,Kakulwani,Cohort 1,Nakalamba Forest,-17.41844,24.7693533,977.5,3.733,2800,0,2800
09:31:21,04/04/2025,Kapokoto,Cohort 1,Lisheke,-17.3884286,24.3732197,987.4,4.85,405,0,405
10:17:49,04/04/2025,Nakatindi_Kazungula,Cohort 0,Nakatindi Plain,-17.5588997,25.1981645,942.7,2.8,678,0,678
10:20:27,04/04/2025,Muyabalo,Cohort 2,Libala La Njoko,-17.0885917,24.074795,972.1,3.8,0,600,600
10:20:30,04/04/2025,Muyabalo,Cohort 2,Muyabalo Lisheke,-17.109954,24.097387,1046,2.9,0,600,600
10:34:01,04/04/2025,Kachola,Cohort 2,Njoko Plain,-16.8460336,24.1432054,1007.5,3.8,0,57,57
18:18:31,04/04/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1126927,25.0638767,962.5,3.4,1221,7,1228
18:49:47,04/04/2025,Mutelo,Cohort 0,Lupabanyuni,-17.1286214,25.0862681,967.8,2.6,2322,0,2322
13:34:43,04/04/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4528626,24.3881081,945.2,4.95,800,0,800
13:58:38,05/04/2025,Mbikila,Cohort 2,Mbilika Plain,-16.851945,24.14519,972.7,2.4,0,50,50
19:20:55,07/04/2025,Katete,Cohort 2,Katete Plain,-17.0686628,24.3051646,1017.6,2.4,0,50,50
08:18:19,08/04/2025,Kamusa,Cohort 0,Lower Lands,-17.3212963,24.9742128,950.4,4.966,3026,0,3026
10:35:18,08/04/2025,Mutuwapafa,Cohort 1,Nantu,-17.1818947,24.5976625,1027.2,4.686,2000,0,2000
09:06:46,08/04/2025,Kachola,Cohort 2,Njoko Plain,-16.882073,24.1190698,1006.7,2.7,0,25,25
16:02:16,09/04/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4590956,24.3649363,954.7,2.7,700,0,700
06:55:21,09/04/2025,Njoko_Malomo,Cohort 2,Mushitu,-17.060874,24.0652894,1010,3.05,0,66,66
07:10:01,09/04/2025,Chisu,Cohort 1,Buhunda,-17.277785,24.38907,1012.7,4.92,1012,0,1012
07:29:38,09/04/2025,Ibeele,Cohort 1,Kase,-17.0371861,24.4131645,1077.7,4.4,500,0,500
09:14:26,09/04/2025,Lusinina,Cohort 1,Lisheke,-17.1730487,24.5042647,1001.1,4.9,2000,0,2000
11:56:23,09/04/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1293817,24.3610683,1068.3,4.7,280,0,280
14:04:21,09/04/2025,Mazauli,Cohort 2,Masimu,-17.3675389,24.1773338,960.6,4.766,625,0,625
15:05:49,09/04/2025,Nalikwanda,Cohort 2,Nalikwanda Lupani,-17.2389423,24.1332678,963.9,4.4,0,101,101
15:19:28,09/04/2025,Lilonga,Cohort 2,Li Bala La Lilonga,-17.3745058,24.283687,1014.2,4.8,922,0,922
15:40:03,09/04/2025,Namatwi,Cohort 2,Libala La Namatwi,-17.3315582,24.2312532,1043.4,4.75,299,0,299
17:15:27,09/04/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.0766464,24.494331,1057.7,4.866,1224,0,1224
17:56:22,09/04/2025,Lutaba,Cohort 1,Lutaba Lisheke,-17.1642336,24.7615763,975.7,4.266,715,50,765
19:47:13,09/04/2025,Situwa,Cohort 0,Lwamfuwa,-17.6087274,25.2135962,961.2,4.875,569,0,569
13:09:12,09/04/2025,Kapokoto,Cohort 1,Lisheke,-17.3844164,24.3709524,985.1,4.5,465,0,465
13:34:43,09/04/2025,Nkuse,Cohort 1,Jerusalema,-17.238091,24.6984157,1006.7,4.38,308,0,308
09:29:02,09/04/2025,Silangu,Cohort 0,Kandumbwi,-17.2565,24.7202253,989.1,4.516,400,0,400
09:57:49,09/04/2025,Chilulu,Cohort 2,Chilulu Libala,-17.1690614,24.2050407,985.4,4.516,139,0,139
10:54:26,09/04/2025,Kobya,Cohort 0,Nanyotwa,-17.3122081,24.6568099,1007.1,4.916,1410,0,1410
12:37:06,09/04/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Libala,-17.28596,24.5471767,995.4,5,0,454,454
15:55:36,09/04/2025,Kangubu,Cohort 1,Kasasa Plain,-17.0884273,24.784256,987.7,4.9,1200,0,1200
10:08:16,09/04/2025,Luampungu,Cohort 2,Mundo,-16.6729179,24.3357879,991.2,4.916,0,107,107
10:47:36,09/04/2025,Njoko_Malomo,Cohort 2,Mushitu,-17.0562701,24.0393096,1022.1,4.95,0,66,66
13:19:58,09/04/2025,Lusu,Cohort 2,Lusu Lisheke,-17.2008411,24.1028046,976.9,4.672,0,15,15
13:30:57,09/04/2025,Simungoma,Cohort 1,Lusheshe,-17.4268128,24.6792369,927,4.666,2560,10,2570
11:09:12,09/04/2025,Loanja,Cohort 1,Nongwa Upland,-17.3193961,24.7301603,984.1,4.425,2041,0,2041
13:53:47,09/04/2025,Kachola,Cohort 2,Njoko Plain,-16.8820933,24.1191067,993.1,4.7,0,35,35
09:41:20,10/04/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3870406,24.1992211,976,4.96,200,0,200
11:21:56,10/04/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Mutemwa,-17.45755,24.3221033,1025.9,4.593,60,0,60
13:26:31,10/04/2025,Ngambwe,Cohort 2,Sinyama,-17.2974803,24.1754382,990,4.88,478,0,478
15:29:21,10/04/2025,Muyabalo,Cohort 2,Muyabalo Lisheke,-17.140745,24.0793267,978,4.783,0,231,231
15:29:25,10/04/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2104108,24.9144845,969.5,4.8,1074,0,1074
11:08:06,10/04/2025,Mazaba,Cohort 2,Mazaba Lisheke,-17.1594461,24.2499173,993.3,4.05,0,309,309
11:31:24,10/04/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4421498,24.5407215,943.5,4.575,3200,0,3200
13:18:50,10/04/2025,Tahalima,Cohort 1,Upland Forest,-17.4062331,24.6055804,940.4,4.5,1900,0,1900
17:30:12,10/04/2025,Nakatindi_Kazungula,Cohort 0,Nakatindi Plain,-17.5607064,25.1940932,938.1,4.9,758,0,758
09:09:37,11/04/2025,Kakulwani,Cohort 1,Nakalamba Forest,-17.4176199,24.7666551,961.6,4.7,2800,0,2800
09:51:39,11/04/2025,Maziba,Cohort 2,Maziba Harvested Fields,-17.0115736,24.2237064,1026.1,4.866,0,250,250
11:32:04,11/04/2025,Mutelo,Cohort 0,Lupabanyuni,-17.1257722,25.0821384,951.6,4.9,2322,0,2322
14:23:06,11/04/2025,Katongo,Cohort 1,Plain Leading To the Zambezi River,-17.4658593,24.5052536,936.5,4.8,3288,0,3288
16:35:27,11/04/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4654343,24.3963117,956.5,4.6,520,0,520
07:41:46,12/04/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1126587,25.0636808,972.7,4.6,2113,0,2113
13:45:11,12/04/2025,Nakalonzya,Cohort 0,Syetala,-17.5538862,25.2981314,990.3,4.666,1730,270,2000
06:46:24,12/04/2025,Kachola,Cohort 2,Njoko Plain,-16.8519409,24.1444511,968.9,4.8,0,33,33
08:55:24,12/04/2025,Nkusu,Cohort 2,Nkusu Forest,-17.06048,24.12595,1024.9,4.5,0,15,15
06:54:37,14/04/2025,Mbikila,Cohort 2,Mbilika Plain,-16.81755,24.18823,983.2,3.95,0,40,40
15:04:09,14/04/2025,Luampungu,Cohort 2,Libala La Samusale,-16.7566949,24.2270301,998.4,4.5,0,48,48
13:54:43,15/04/2025,Nkusu,Cohort 2,Nkusu Forest,-17.060547,24.1315673,1001,4.528,300,0,300
16:57:12,15/04/2025,Katete,Cohort 2,Katete Plain,-17.068445,24.3059565,1033,4.425,350,0,350
19:28:36,15/04/2025,Chilulu,Cohort 2,Chilulu Lisheke,-17.1670717,24.2043933,994,2.6,353,0,353
05:26:29,15/04/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4557422,24.3778848,951.2,3.95,620,0,620
06:46:18,16/04/2025,Ibeele,Cohort 1,Kase,-17.0383586,24.4126617,1087.7,5,440,0,440
09:34:12,16/04/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1299249,24.3612284,1057.1,3.4,356,0,356
11:08:51,16/04/2025,Lusinina,Cohort 1,Lisheke,-17.1696713,24.5045769,1073.8,4.45,2000,0,2000
11:25:49,16/04/2025,Mutuwapafa,Cohort 1,Nantu,-17.1805601,24.5974581,1013.3,4.6,2200,0,2200
12:37:03,16/04/2025,Kangubu,Cohort 1,Kasasa Plain,-17.0892547,24.7816564,972.8,5,900,0,900
13:23:30,16/04/2025,Nalikwanda,Cohort 2,Nalikwanda Lupani,-17.247537,24.1473851,958.5,4.675,305,0,305
13:37:11,16/04/2025,Silangu,Cohort 0,Kandumbwi,-17.2536566,24.7222754,972.6,3.6,400,0,400
13:45:57,16/04/2025,Kamusa,Cohort 0,Lower Lands,-17.3161437,24.9807621,920.9,4.966,3026,0,3026
16:17:11,16/04/2025,Kapokoto,Cohort 1,Lisheke,-17.3732101,24.3706565,1002.6,4.533,628,0,628
16:31:16,16/04/2025,Namatwi,Cohort 2,Libala La Namatwi,-17.3309556,24.2322506,1009,4.98,291,0,291
05:37:30,16/04/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.0730396,24.4980109,1031.5,4.933,1400,0,1400
15:00:17,16/04/2025,Nkuse,Cohort 1,Jerusalema,-17.2029139,24.6867478,1009.4,3.833,305,0,305
15:48:51,16/04/2025,Mazaba,Cohort 2,Mazaba Lisheke,-17.1587055,24.2523052,1006.6,4.8,418,0,418
16:16:52,16/04/2025,Mazauli,Cohort 2,Masimu,-17.3636665,24.171201,964,3.34,629,0,629
14:08:29,16/04/2025,Kobya,Cohort 0,Nanyotwa,-17.3142491,24.6563746,972.9,4.7,1400,0,1400
14:50:31,16/04/2025,Kachola,Cohort 2,Njoko Plain,-16.8902401,24.1154245,1011.2,3.725,0,72,72
15:19:34,16/04/2025,Lutaba,Cohort 1,Lutaba Lisheke,-17.163706,24.7605555,975.3,4.98,840,50,890
07:27:39,16/04/2025,Loanja,Cohort 1,Lisa La Mapangani,-17.3703433,24.7797517,972.6,4.15,2041,0,2041
08:28:10,16/04/2025,Tahalima,Cohort 1,Upland Forest,-17.4060334,24.6047782,968.4,4.4,1961,0,1961
09:23:24,16/04/2025,Simungoma,Cohort 1,Lusheshe,-17.4242628,24.6679352,950.3,4.666,890,12,902
09:37:51,17/04/2025,Chisu,Cohort 1,Buhunda,-17.2809498,24.3866899,1030,4.9,1012,0,1012
09:42:49,17/04/2025,Kakulwani,Cohort 1,Nakalamba Forest,-17.4198919,24.7574684,930.3,4.7,2800,0,2800
11:09:09,17/04/2025,Ngambwe,Cohort 2,Sinyama,-17.2998714,24.1794362,974,4.812,478,0,478
12:48:25,17/04/2025,Muyabalo,Cohort 2,Muyabalo Lisheke,-17.13856,24.08103,986.6,4.8,0,576,576
13:48:53,17/04/2025,Maziba,Cohort 2,Maziba Harvested Fields,-17.0077428,24.2141517,1026.8,3.5,409,4,413
14:35:18,17/04/2025,Nakatindi_Kazungula,Cohort 0,Nakatindi Plain,-17.5635803,25.1858528,915.9,4.35,789,0,789
15:05:18,17/04/2025,Katongo,Cohort 1,Plain Leading To the Zambezi River,-17.4595287,24.4968409,935,4.933,3262,0,3262
08:07:33,17/04/2025,Situwa,Cohort 0,Dongasilu,-17.6002965,25.1955247,921.3,4.366,312,0,312
11:40:38,17/04/2025,Njoko_Malomo,Cohort 2,Mushitu,-17.0674086,24.0597773,1021.1,4.94,0,65,65
16:06:54,17/04/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4502885,24.5418672,946.2,4.5,3300,0,3300
08:13:45,17/04/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2117413,24.9195629,942.4,4,1049,0,1049
07:42:11,18/04/2025,Mbikila,Cohort 2,Mbilika Forest,-16.8226351,24.1802936,973.5,4.9,0,0,0
07:44:44,18/04/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Libala,-17.2974518,24.5624772,997.9,4.68,374,0,374
09:01:15,18/04/2025,Nakalonzya,Cohort 0,Syetala,-17.5555461,25.2911652,977.9,4.228,1852,0,1852
11:52:49,18/04/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Mutemwa,-17.4550903,24.328954,998.3,4.5,120,4,124
17:11:11,18/04/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3829512,24.199179,1022.8,4.883,518,0,518
17:33:11,18/04/2025,Lilonga,Cohort 2,Li Bala La Lilonga,-17.3845294,24.2835124,977.3,4.537,522,0,522
16:56:58,18/04/2025,Lusu,Cohort 2,Lusu Lisheke,-17.1991451,24.1022883,968.5,4.7,0,64,64
16:07:06,18/04/2025,Mutelo,Cohort 0,Lupabanyuni,-17.1278468,25.0762007,966.9,4,2322,0,2322
15:06:38,18/04/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1125896,25.0634922,1034.3,4.5,2371,14,2385
13:25:10,22/04/2025,Chilulu,Cohort 2,Chilulu Lisheke,-17.1645596,24.2035755,1031.4,4.95,353,0,353
15:49:10,22/04/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4603193,24.3751493,957.8,4.6,750,0,750
07:30:03,23/04/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1307023,24.361175,1024.9,4.94,360,0,360
08:42:25,23/04/2025,Lusinina,Cohort 1,Lisheke,-17.1658183,24.5055317,1043.3,4.916,2000,0,2000
09:08:40,23/04/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Mutemwa,-17.4554569,24.3310246,977.8,3.766,100,0,100
10:01:48,23/04/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.3038638,24.9677015,969.1,4.95,3026,0,3026
10:18:14,23/04/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.0687467,24.4970067,1035.1,4.45,1500,0,1500
10:34:12,23/04/2025,Lutaba,Cohort 1,Libala,-17.168485,24.72862,989.3,4.75,700,50,750
11:23:50,23/04/2025,Nakatindi_Kazungula,Cohort 0,Nakatindi Plain,-17.5716845,25.1823936,969.5,4.6,456,0,456
12:19:02,23/04/2025,Mutuwapafa,Cohort 1,Nantu,-17.1795176,24.5968587,1049.4,1.842,2000,0,2000
12:58:39,23/04/2025,Ibeele,Cohort 1,Ibeele,-17.0385346,24.3899613,1073.3,4.966,500,0,500
14:50:36,23/04/2025,Kapokoto,Cohort 1,Lisheke,-17.3761173,24.3700624,1015.9,4.581,680,0,680
15:16:36,23/04/2025,Kangubu,Cohort 1,Kasasa Plain,-17.0902372,24.7794616,1044.6,4.8,1150,0,1150
04:53:34,23/04/2025,Mazaba,Cohort 2,Mazaba Lisheke,-17.1563253,24.2605833,1009,4.6,430,0,430
10:21:14,23/04/2025,Namatwi,Cohort 2,Libala La Namatwi,-17.3312817,24.2344617,1017.3,4.88,290,0,290
10:50:49,23/04/2025,Tahalima,Cohort 1,Upland Forest,-17.4057785,24.6048097,947.4,5,1960,0,1960
12:14:52,23/04/2025,Kobya,Cohort 0,Nanyotwa,-17.3160121,24.6557083,993.7,5,1400,0,1400
16:26:43,23/04/2025,Kachola,Cohort 2,Njoko Plain,-16.8652854,24.1316536,991.5,5,0,88,88
10:56:06,23/04/2025,Loanja,Cohort 1,Lisa La Mapangani,-17.3700226,24.7789566,962.1,3.3,2033,0,2033
13:52:45,23/04/2025,Njoko_Malomo,Cohort 2,Mushitu,-17.1013471,24.0630461,993.3,4.7,0,178,178
15:57:12,23/04/2025,Lusu,Cohort 2,Lusu Lisheke,-17.196732,24.0997968,944.6,4.85,0,88,88
16:01:33,23/04/2025,Silangu,Cohort 0,Kandumbwi,-17.2511909,24.7234605,975.3,4.628,420,0,420
06:26:44,23/04/2025,Simungoma,Cohort 1,Lusheshe,-17.4243884,24.6647887,944.8,4.96,630,8,638
09:47:00,24/04/2025,Kakulwani,Cohort 1,Nakalamba Forest,-17.4205796,24.7538957,956,3.1,2800,0,2800
10:56:20,24/04/2025,Katete,Cohort 2,Katete Lisheke,-17.0641159,24.3087258,1037.4,4.983,584,0,584
14:00:19,24/04/2025,Chisu,Cohort 1,Buhunda,-17.267808,24.3855575,1041.5,3.8,1012,0,1012
15:44:41,24/04/2025,Nkusu,Cohort 2,Nkusu Forest,-17.0665427,24.15312,1020.8,2.575,300,0,300
16:13:46,24/04/2025,Situwa,Cohort 0,Situwa Plains,-17.6069403,25.239139,1004.1,4.828,866,0,866
06:38:40,24/04/2025,Nkuse,Cohort 1,Jerusalema,-17.2287989,24.697492,999.1,4.66,305,0,305
06:51:25,24/04/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.380606,24.2007914,997.1,4.2,518,0,518
08:13:17,24/04/2025,Maziba,Cohort 2,Maziba Harvested Fields,-17.0025651,24.1851351,1019.5,4.5,477,0,477
11:00:35,24/04/2025,Katongo,Cohort 1,Plain Leading To the Zambezi River,-17.4423118,24.4864135,944.7,3.36,3292,0,3292
13:11:01,24/04/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2113281,24.9203968,972.4,2.75,1021,0,1021
